,variantid,gene_symbol,variant_dsi,variant_dpi,variant_consequence_type,diseaseid,disease_name,disease_class,disease_class_name,disease_type,disease_semantic_type,score,ei,year_initial,year_final,source,disease_id
1422,rs5443,GNB3;CDCA3,0.532,0.76,synonymous variant,C0085159,Seasonal Affective Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,0.0,2004,2004,ALL,EFO_0003761
1423,rs6265,BDNF;BDNF-AS,0.436,0.76,missense variant,C0085159,Seasonal Affective Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2015,2015,ALL,EFO_0003761
1424,rs6318,HTR2C;LOC105373313,0.623,0.52,missense variant,C0085159,Seasonal Affective Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2005,2005,ALL,EFO_0003761
1425,rs7019241,GOLM1,1.0,0.04,intron variant,C0085159,Seasonal Affective Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2012,2012,ALL,EFO_0003761
1426,rs731779,HTR2A,1.0,0.04,intron variant,C0085159,Seasonal Affective Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2010,2010,ALL,EFO_0003761
1427,rs759834365,BDNF;BDNF-AS,0.448,0.76,missense variant,C0085159,Seasonal Affective Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2015,2015,ALL,EFO_0003761
1428,rs1006737,CACNA1C,0.695,0.12,intron variant,C0154409,Recurrent major depressive episodes,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2010,2010,ALL,EFO_0003761
1429,rs1217691063,MTHFR,0.33,0.92,missense variant,C0154409,Recurrent major depressive episodes,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2014,2014,ALL,EFO_0003761
1430,rs12630592,GSK3B,0.851,0.08,intron variant,C0154409,Recurrent major depressive episodes,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2017,2017,ALL,EFO_0003761
1431,rs16856199,DISC1;TSNAX-DISC1,1.0,0.04,intron variant,C0154409,Recurrent major depressive episodes,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2014,2014,ALL,EFO_0003761
1432,rs28383487,BDNF,1.0,0.04,5 prime UTR variant,C0154409,Recurrent major depressive episodes,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2011,2011,ALL,EFO_0003761
1433,rs496250,FXR1,0.851,0.08,intron variant,C0154409,Recurrent major depressive episodes,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2017,2017,ALL,EFO_0003761
1434,rs6265,BDNF;BDNF-AS,0.436,0.76,missense variant,C0154409,Recurrent major depressive episodes,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2011,2011,ALL,EFO_0003761
1435,rs6318,HTR2C;LOC105373313,0.623,0.52,missense variant,C0154409,Recurrent major depressive episodes,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2001,2001,ALL,EFO_0003761
1436,rs759834365,BDNF;BDNF-AS,0.448,0.76,missense variant,C0154409,Recurrent major depressive episodes,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2011,2011,ALL,EFO_0003761
1437,rs110402,CRHR1;MAPT-AS1;LINC02210-CRHR1,0.79,0.12,intron variant,C0349217,"Depressive episode, unspecified",F03;F01,   Mental Disorders;    Behavior and Behavior Mechanisms,disease,Mental or Behavioral Dysfunction,0.01,1.0,2007,2007,ALL,EFO_0003761
1438,rs2298383,ADORA2A;ADORA2A-AS1;SPECC1L-ADORA2A,0.827,0.2,non coding transcript exon variant,C0349217,"Depressive episode, unspecified",F03;F01,   Mental Disorders;    Behavior and Behavior Mechanisms,disease,Mental or Behavioral Dysfunction,0.01,1.0,2019,2019,ALL,EFO_0003761
1439,rs1141718,SOD2,0.724,0.28,missense variant,C0349218,Recurrent depressive disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2010,2010,ALL,EFO_0003761
1440,rs1801133,MTHFR,0.472,0.88,missense variant,C0349218,Recurrent depressive disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2016,2016,ALL,EFO_0003761
1441,rs2010963,VEGFA,0.542,0.84,5 prime UTR variant,C0349218,Recurrent depressive disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2013,2013,ALL,EFO_0003761
1442,rs225014,DIO2,0.695,0.4,missense variant,C0349218,Recurrent depressive disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2015,2015,ALL,EFO_0003761
1443,rs4753426,MTNR1B,0.827,0.28,upstream gene variant,C0349218,Recurrent depressive disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2011,2011,ALL,EFO_0003761
1444,rs5443,GNB3;CDCA3,0.532,0.76,synonymous variant,C0349218,Recurrent depressive disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2016,2016,ALL,EFO_0003761
1445,rs56149945,NR3C1,0.595,0.68,missense variant,C0349218,Recurrent depressive disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2013,2013,ALL,EFO_0003761
1446,rs6264,DDC,0.925,0.04,missense variant,C0349218,Recurrent depressive disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2016,2016,ALL,EFO_0003761
1447,rs953038635,SOD2,0.59,0.8,missense variant,C0349218,Recurrent depressive disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2010,2010,ALL,EFO_0003761
1448,rs10008257,None,0.925,0.04,intergenic variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2008,2008,ALL,EFO_0003761
1449,rs10034164,USP46,1.0,0.04,3 prime UTR variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2011,2011,ALL,EFO_0003761
1450,rs10042486,None,0.882,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2016,2016,ALL,EFO_0003761
1451,rs10061623,DCANP1;TIFAB,1.0,0.04,3 prime UTR variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2013,2013,ALL,EFO_0003761
1452,rs10223646,DSE,0.882,0.08,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2020,2020,ALL,EFO_0003761
1453,rs1043307,PSMD9,0.776,0.36,missense variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2015,2015,ALL,EFO_0003761
1454,rs10447760,None,0.851,0.04,upstream gene variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2013,2013,ALL,EFO_0003761
1455,rs10457592,None,1.0,0.04,intergenic variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2018,2018,ALL,EFO_0003761
1456,rs10462028,CLOCK;TMEM165,0.882,0.12,3 prime UTR variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2010,2010,ALL,EFO_0003761
1457,rs1048220,BDNF;BDNF-AS,1.0,0.04,missense variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2019,2019,ALL,EFO_0003761
1458,rs10494251,BCL9,0.851,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2011,2011,ALL,EFO_0003761
1459,rs10494994,KCNK2,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2009,2009,ALL,EFO_0003761
1460,rs1061170,CFH,0.561,0.72,missense variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2016,2016,ALL,EFO_0003761
1461,rs10736648,GRIA4,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2013,2013,ALL,EFO_0003761
1462,rs10748842,NRG3,0.807,0.12,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2017,2017,ALL,EFO_0003761
1463,rs10835210,BDNF;BDNF-AS,0.882,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2009,2009,ALL,EFO_0003761
1464,rs10877887,LINC01465;MIRLET7I,0.701,0.44,non coding transcript exon variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2015,2015,ALL,EFO_0003761
1465,rs10914456,HCRTR1,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2019,2019,ALL,EFO_0003761
1466,rs10922744,ZNF326,1.0,0.04,synonymous variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2012,2012,ALL,EFO_0003761
1467,rs10936599,MYNN,0.637,0.6,synonymous variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2017,2017,ALL,EFO_0003761
1468,rs10994143,None,1.0,0.04,downstream gene variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2012,2012,ALL,EFO_0003761
1469,rs11178997,TPH2,0.827,0.04,upstream gene variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2015,2015,ALL,EFO_0003761
1470,rs11218016,GRIK4,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2017,2017,ALL,EFO_0003761
1471,rs1143634,IL1B,0.597,0.68,synonymous variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2010,2010,ALL,EFO_0003761
1472,rs11568817,HTR1B;LOC105377864,0.79,0.12,5 prime UTR variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2009,2009,ALL,EFO_0003761
1473,rs11583745,KCNK2,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2009,2009,ALL,EFO_0003761
1474,rs117235991,APAF1,1.0,0.04,missense variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2010,2010,ALL,EFO_0003761
1475,rs1176744,HTR3B,0.708,0.24,missense variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2008,2008,ALL,EFO_0003761
1476,rs11858956,None,1.0,0.04,intergenic variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2018,2018,ALL,EFO_0003761
1477,rs1187352,NTRK2,0.925,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2018,2018,ALL,EFO_0003761
1478,rs11904814,CREB1,0.851,0.08,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2017,2017,ALL,EFO_0003761
1479,rs1192118853,ZNF34,1.0,0.04,missense variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2016,2016,ALL,EFO_0003761
1480,rs11989919,NRG1,0.882,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2016,2016,ALL,EFO_0003761
1481,rs12273539,BDNF;BDNF-AS,0.925,0.12,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2009,2009,ALL,EFO_0003761
1482,rs12278912,NRGN,0.882,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2016,2016,ALL,EFO_0003761
1483,rs12457810,None,1.0,0.04,intergenic variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2016,2016,ALL,EFO_0003761
1484,rs12476147,ZNF804A,0.851,0.04,missense variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2018,2018,ALL,EFO_0003761
1485,rs12526133,LINC01108,1.0,0.04,non coding transcript exon variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2017,2017,ALL,EFO_0003761
1486,rs1256049,ESR2,0.645,0.56,synonymous variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2017,2017,ALL,EFO_0003761
1487,rs12605720,CDH7,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2014,2014,ALL,EFO_0003761
1488,rs12646800,USP46,0.925,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2011,2011,ALL,EFO_0003761
1489,rs12649507,CLOCK,0.851,0.08,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2019,2019,ALL,EFO_0003761
1490,rs12720071,CNR1,0.807,0.2,3 prime UTR variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2008,2008,ALL,EFO_0003761
1491,rs12936694,ALKBH5,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2015,2015,ALL,EFO_0003761
1492,rs12944712,CRHR1;LINC02210-CRHR1,0.925,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2016,2016,ALL,EFO_0003761
1493,rs12964485,None,1.0,0.04,intergenic variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2016,2016,ALL,EFO_0003761
1494,rs130058,HTR1B;LOC105377864,0.79,0.12,5 prime UTR variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2009,2009,ALL,EFO_0003761
1495,rs13293512,None,0.763,0.36,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2015,2015,ALL,EFO_0003761
1496,rs13321783,GSK3B,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2008,2008,ALL,EFO_0003761
1497,rs1333045,CDKN2B-AS1,0.776,0.28,non coding transcript exon variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2020,2020,ALL,EFO_0003761
1498,rs1333048,CDKN2B-AS1,0.683,0.32,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2020,2020,ALL,EFO_0003761
1499,rs1344706,ZNF804A,0.701,0.16,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2018,2018,ALL,EFO_0003761
1500,rs13515,MAPK1,1.0,0.04,3 prime UTR variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2013,2013,ALL,EFO_0003761
1501,rs1352618632,STARD13,0.925,0.04,missense variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2005,2005,ALL,EFO_0003761
1502,rs135745,None,0.763,0.2,downstream gene variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2019,2019,ALL,EFO_0003761
1503,rs1361995,GRM8,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2016,2016,ALL,EFO_0003761
1504,rs1364043,None,0.925,0.04,downstream gene variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2016,2016,ALL,EFO_0003761
1505,rs138526583,APAF1,1.0,0.04,missense variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2010,2010,ALL,EFO_0003761
1506,rs1387923,NTRK2,0.882,0.04,3 prime UTR variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2013,2013,ALL,EFO_0003761
1507,rs1390938,SLC18A1,0.807,0.2,missense variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2017,2017,ALL,EFO_0003761
1508,rs1401635,BDNF;BDNF-AS,0.925,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2015,2015,ALL,EFO_0003761
1509,rs140504,BCR;LOC107985554,0.882,0.04,missense variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2005,2005,ALL,EFO_0003761
1510,rs1415088003,ACE,0.827,0.16,synonymous variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2002,2002,ALL,EFO_0003761
1511,rs1415125856,BDNF;BDNF-AS,0.827,0.12,splice region variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2019,2019,ALL,EFO_0003761
1512,rs1432441,MAP2K1,0.882,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2017,2017,ALL,EFO_0003761
1513,rs1439050,NTRK2,0.925,0.08,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2018,2018,ALL,EFO_0003761
1514,rs1444067,LOC105372169,1.0,0.04,intergenic variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2014,2014,ALL,EFO_0003761
1515,rs1465107,MAOA,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2010,2010,ALL,EFO_0003761
1516,rs1488864,CAVIN3;LOC101927825,0.851,0.08,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2017,2017,ALL,EFO_0003761
1517,rs1512325,NR3C2,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2020,2020,ALL,EFO_0003761
1518,rs1513105,PTPRR,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2012,2012,ALL,EFO_0003761
1519,rs1535255,CNR1,0.807,0.12,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2013,2013,ALL,EFO_0003761
1520,rs1541187,BCL9,0.882,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2011,2011,ALL,EFO_0003761
1521,rs1549854,MAP2K1,0.882,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2017,2017,ALL,EFO_0003761
1522,rs1549870,PDE1A,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2012,2012,ALL,EFO_0003761
1523,rs1565445,NTRK2,0.882,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2013,2013,ALL,EFO_0003761
1524,rs1615409,TSNAX;TSNAX-DISC1,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2014,2014,ALL,EFO_0003761
1525,rs163234,ACSM3;ACSM1,0.925,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2015,2015,ALL,EFO_0003761
1526,rs165599,ARVCF;COMT,0.677,0.28,3 prime UTR variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2011,2011,ALL,EFO_0003761
1527,rs16944,IL1B,0.531,0.92,upstream gene variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,0.0,2010,2010,ALL,EFO_0003761
1528,rs17083008,MYCT1,1.0,0.04,upstream gene variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0,2010,2010,ALL,EFO_0003761
